id,nombre
5072594994,Plaza Umachiri
5377989895,Cuartel Mariano Bustamante
5394271237,Parque las Rocas
5377126492,LAVAMAX
5394109110,Parque Alto Mariano Bustamante
1264334345,Cristo Blaco
5377955742,Mercado de Alto San Martin
1264346154,Parque Duamel Bustamante
1252969761,Colca Hotel
4106724792,SHALOM EMPRESARIAL
5394273795,Municipalidad de Mariano Melgar
5394254273,Centro Veterinario
