source_id,target_id,distance
1264337199,1264348310,17.0471
1264348310,1264337199,17.0471
1252950303,5377955745,39.5704
5377955745,1252950303,39.5704
5377955745,5410144655,24.3918
5410144655,5377955745,24.3918
5410144655,5410144657,59.7405
5410144657,5410144655,59.7405
5410144657,5709768518,32.8039
5709768518,5410144657,32.8039
5709768518,5377955743,59.7244
5377955743,5709768518,59.7244
5377955743,5709768520,20.6361
5709768520,5377955743,20.6361
5709768520,1264303257,27.1621
1264303257,5709768520,27.1621
1264303257,5377955742,25.2332
5377955742,1264303257,25.2332
5377955742,1264282365,37.7246
1264282365,5377955742,37.7246
1264282365,1264287954,34.6291
1264287954,1264282365,34.6291
1264287954,1264299254,30.6198
1264299254,1264287954,30.6198
1264299254,6199409995,23.6879
6199409995,1264299254,23.6879
6199409995,1264339652,23.2361
1264339652,6199409995,23.2361
1264339652,1264304458,28.8576
1264304458,1264339652,28.8576
1264304458,1264319761,74.5381
1264319761,1264304458,74.5381
1264346212,5465784377,49.7042
5465784377,1264346212,49.7042
1253033361,1264284528,76.3189
1264284528,1253033361,76.3189
1264284528,5394254284,77.4491
5394254284,1264284528,77.4491
5394254284,1264346645,21.4338
1264346645,5394254284,21.4338
1264346645,1264294814,70.1868
1264294814,1264346645,70.1868
1264322723,5465784325,139.011
5465784325,1264322723,139.011
5465784325,1264290110,138.177
1264290110,5465784325,138.177
1264290110,5072579132,132.555
5072579132,1264290110,132.555
5072579132,4544071573,8.9975
4544071573,5072579132,8.9975
5394103900,5394103901,47.653
5394103901,5394103900,47.653
5394103901,1264367796,76.8597
1264367796,5394103901,76.8597
5394271246,5394271245,78.1353
5394271245,5394271246,78.1353
5394271245,5394271244,77.8357
5394271244,5394271245,77.8357
5394271244,1264347667,76.3914
1264347667,5394271244,76.3914
1264347667,5467927002,79.4196
5467927002,1264347667,79.4196
5467927002,1264300746,79.9776
1264300746,5467927002,79.9776
1264300746,1264362284,117.565
1264362284,1264300746,117.565
1264362284,1264368943,13.2801
1264368943,1264362284,13.2801
1264368943,6199409994,148.936
6199409994,1264368943,148.936
6199409994,6199409991,8.1144
6199409991,6199409994,8.1144
6199409991,5377955751,7.43583
5377955751,6199409991,7.43583
1252996572,5377126493,18.0905
5377126493,1252996572,18.0905
5377126493,5394271238,53.8936
5394271238,5377126493,53.8936
5394271238,1264335678,71.2051
1264335678,5394271238,71.2051
1264335678,5394271240,118.41
5394271240,1264335678,118.41
5394271240,5394271241,12.7917
5394271241,5394271240,12.7917
5394271241,5394271242,77.3516
5394271242,5394271241,77.3516
1252918205,5072572170,8.28795
5072572170,1252918205,8.28795
5072572170,1252987385,86.2763
1252987385,5072572170,86.2763
1252987385,1264365653,13.8145
1264365653,1252987385,13.8145
1264365653,1253001866,64.3747
1253001866,1264365653,64.3747
1253001866,5394254305,69.3717
5394254305,1253001866,69.3717
5394254305,4055397845,48.2277
4055397845,5394254305,48.2277
4055397845,1264325269,119.769
1264325269,4055397845,119.769
1264325269,1252926478,76.5396
1252926478,1264325269,76.5396
1264363719,1264289971,6.61879
1264289971,1264363719,6.61879
