way_id,lon,lat
23552136,-71.5376,-16.3958
23552136,-71.5366,-16.3962
23552136,-71.5365,-16.3962
23798530,-71.5365,-16.396
23798530,-71.536,-16.3962
23798530,-71.5355,-16.3964
23798530,-71.5354,-16.3964
23798530,-71.5343,-16.3968
23994451,-71.5347,-16.3978
23994451,-71.5348,-16.3978
23994451,-71.5355,-16.3975
23994451,-71.5357,-16.3975
23994451,-71.5358,-16.3975
23994451,-71.5358,-16.3974
23994451,-71.5361,-16.3973
23994451,-71.5362,-16.3973
23994451,-71.5368,-16.3971
23994451,-71.5369,-16.3971
23994451,-71.5369,-16.3971
23994451,-71.5379,-16.3967
23994451,-71.5379,-16.3967
23994452,-71.5365,-16.3962
23994452,-71.5368,-16.397
23994452,-71.5369,-16.3971
38855847,-71.5332,-16.3972
38855847,-71.5329,-16.3973
38855847,-71.5321,-16.3976
38855847,-71.531,-16.398
62002254,-71.5315,-16.399
62002254,-71.5315,-16.399
62002254,-71.5321,-16.3988
62002254,-71.5325,-16.3986
62002254,-71.5326,-16.3986
62002254,-71.5326,-16.3986
62002254,-71.5336,-16.3982
62002254,-71.534,-16.3981
62002254,-71.5347,-16.3979
62002254,-71.5347,-16.3978
62002254,-71.5347,-16.3978
74103827,-71.5365,-16.3952
74103827,-71.5365,-16.3952
74103827,-71.5365,-16.3952
74103827,-71.5365,-16.3953
74103827,-71.5365,-16.3953
74103827,-71.5365,-16.3953
74103827,-71.5365,-16.3953
74103827,-71.5365,-16.3953
74103827,-71.5365,-16.3953
74103827,-71.5365,-16.3953
74103827,-71.5365,-16.3953
74103827,-71.5365,-16.3953
74103827,-71.5365,-16.3952
74103827,-71.5365,-16.3952
74103827,-71.5365,-16.3952
74103827,-71.5365,-16.3952
74103827,-71.5365,-16.3952
74103827,-71.5365,-16.3952
74103827,-71.5365,-16.3952
74103827,-71.5365,-16.3952
74103828,-71.5369,-16.3959
74103828,-71.5368,-16.396
74103828,-71.5365,-16.3961
74103828,-71.5365,-16.3961
74103829,-71.5364,-16.3952
74103829,-71.5364,-16.3952
74103829,-71.5365,-16.3952
74103830,-71.5366,-16.3946
74103830,-71.5367,-16.3946
74103831,-71.5368,-16.3956
74103831,-71.537,-16.3956
74103831,-71.537,-16.3957
74103834,-71.5364,-16.3949
74103834,-71.5364,-16.395
74103834,-71.5364,-16.3951
74103834,-71.5364,-16.3951
74103836,-71.5363,-16.3954
74103836,-71.5364,-16.3954
74103836,-71.5364,-16.3954
74103836,-71.5363,-16.3954
74103836,-71.5363,-16.3954
74103837,-71.5364,-16.3953
74103837,-71.5364,-16.3953
74103838,-71.5367,-16.3952
74103838,-71.5367,-16.3953
74103838,-71.5368,-16.3955
74103838,-71.5368,-16.3956
74103839,-71.5367,-16.3952
74103839,-71.5367,-16.3951
74103839,-71.5367,-16.3951
74103839,-71.5366,-16.3948
74103839,-71.5366,-16.3946
74103839,-71.5366,-16.3946
74103839,-71.5365,-16.3944
74103840,-71.5364,-16.3949
74103840,-71.5366,-16.3948
74103841,-71.5363,-16.3945
74103841,-71.5363,-16.3947
74103841,-71.5364,-16.3948
74103841,-71.5364,-16.3949
74103841,-71.5364,-16.3949
74103842,-71.5363,-16.3947
74103842,-71.5364,-16.3946
74103842,-71.5366,-16.3946
74103843,-71.5364,-16.3951
74103843,-71.5364,-16.3952
109450459,-71.5294,-16.3973
109450459,-71.5298,-16.3971
109450459,-71.5305,-16.3969
109451552,-71.5275,-16.401
109451552,-71.5275,-16.401
109451552,-71.5272,-16.4016
109451552,-71.527,-16.4019
109451552,-71.5269,-16.402
109451552,-71.5268,-16.4021
109451552,-71.5264,-16.4025
109452968,-71.5258,-16.3995
109452968,-71.5262,-16.399
109452968,-71.5264,-16.3987
109452968,-71.5268,-16.3983
109453478,-71.5263,-16.4008
109453478,-71.5263,-16.4008
109453478,-71.5261,-16.401
109453478,-71.5259,-16.4013
109453478,-71.5255,-16.4016
109453478,-71.5255,-16.4016
109453478,-71.5256,-16.4017
109453478,-71.5257,-16.4018
109453710,-71.5315,-16.399
109453710,-71.5314,-16.399
109453710,-71.5314,-16.3989
109453710,-71.5312,-16.3984
109453710,-71.5311,-16.3982
109453710,-71.531,-16.398
109453710,-71.5309,-16.3978
109453710,-71.5308,-16.3976
109453710,-71.5305,-16.3969
110806496,-71.5376,-16.405
110806496,-71.5376,-16.4049
110806496,-71.5376,-16.4049
110806496,-71.5376,-16.4048
110806496,-71.5375,-16.4047
110806496,-71.537,-16.4036
110806496,-71.5368,-16.403
110806496,-71.5364,-16.4019
110806496,-71.5361,-16.4014
110806496,-71.536,-16.4009
110806496,-71.5359,-16.4008
110806496,-71.5357,-16.4003
110806496,-71.5355,-16.3999
110806496,-71.5351,-16.3989
110806537,-71.5319,-16.4
110806537,-71.5318,-16.4
110806537,-71.5317,-16.4
110806537,-71.5317,-16.4001
110806537,-71.5316,-16.4001
110806537,-71.5314,-16.4002
110806537,-71.5314,-16.4003
110806537,-71.5313,-16.4003
110806796,-71.5353,-16.4011
110806796,-71.5349,-16.4013
110806796,-71.5338,-16.4017
110806796,-71.5329,-16.402
110806796,-71.5327,-16.4021
110806796,-71.5318,-16.4026
110806796,-71.5315,-16.4028
110806796,-71.5307,-16.4034
110806796,-71.5306,-16.4035
110809127,-71.5361,-16.3997
110809127,-71.5366,-16.3995
110809680,-71.5256,-16.3951
110809680,-71.526,-16.3955
110809680,-71.5263,-16.3959
110809680,-71.5263,-16.396
110809680,-71.5266,-16.3962
110810246,-71.5304,-16.3981
110810246,-71.5297,-16.3989
110810246,-71.5297,-16.3989
110810246,-71.5292,-16.3995
110810246,-71.529,-16.3997
110810246,-71.5289,-16.3998
110811514,-71.5289,-16.3998
110811514,-71.5288,-16.3999
110811514,-71.5285,-16.4002
110811514,-71.5284,-16.4003
110811514,-71.5281,-16.4005
110811514,-71.5276,-16.4009
110811514,-71.5275,-16.401
110813283,-71.5304,-16.3981
110813283,-71.5304,-16.3981
110813283,-71.5306,-16.3983
110813283,-71.531,-16.3987
110813283,-71.531,-16.3988
110813283,-71.5311,-16.399
110813283,-71.5311,-16.3991
110813389,-71.5283,-16.4015
110813389,-71.5283,-16.4015
110813389,-71.5283,-16.4015
110813389,-71.5283,-16.4015
110813389,-71.5284,-16.4015
110813389,-71.5284,-16.4015
110813389,-71.5285,-16.4015
110813389,-71.5285,-16.4015
110813389,-71.5285,-16.4015
110813389,-71.5285,-16.4015
110813389,-71.5285,-16.4016
110813389,-71.5285,-16.4016
110813389,-71.5285,-16.4016
110813389,-71.5285,-16.4017
110813389,-71.5285,-16.4017
110814200,-71.5263,-16.3946
110814200,-71.5262,-16.3945
110815337,-71.5362,-16.3985
110815337,-71.5351,-16.3989
110815337,-71.5351,-16.3989
110815337,-71.5347,-16.399
110815337,-71.5345,-16.3991
110815337,-71.534,-16.3992
110815337,-71.533,-16.3996
110815337,-71.5325,-16.3998
110815337,-71.5319,-16.4
110815650,-71.5305,-16.3969
110815650,-71.5316,-16.3966
110815650,-71.5317,-16.3965
110815650,-71.5328,-16.3962
110815650,-71.5332,-16.396
110815650,-71.5336,-16.3959
110815650,-71.5336,-16.3959
110815650,-71.5339,-16.3958
110815650,-71.5339,-16.3958
110816073,-71.5252,-16.3973
110816073,-71.5252,-16.3973
110816073,-71.5256,-16.3975
110816073,-71.5262,-16.3979
110816073,-71.5262,-16.3979
110816073,-71.5263,-16.3979
110816073,-71.5266,-16.3982
110816073,-71.5268,-16.3983
110816861,-71.5258,-16.3948
110816861,-71.5257,-16.3947
110816861,-71.5257,-16.3947
110816861,-71.5256,-16.3946
110817192,-71.5254,-16.3944
110817192,-71.5248,-16.3948
110817192,-71.5248,-16.3949
110817192,-71.5247,-16.3951
110817424,-71.5352,-16.3941
110817424,-71.5352,-16.3942
110817424,-71.5354,-16.3947
110817424,-71.5354,-16.3949
110817424,-71.5355,-16.3952
110817580,-71.5279,-16.399
110817580,-71.5284,-16.3985
110817580,-71.5289,-16.3978
110817580,-71.5292,-16.3975
110817580,-71.5292,-16.3974
110817580,-71.5294,-16.3973
110819758,-71.5335,-16.3947
110819758,-71.5334,-16.3945
110819758,-71.533,-16.3936
110819859,-71.5363,-16.3986
110819859,-71.5366,-16.3985
110819859,-71.5368,-16.3984
110819859,-71.537,-16.3983
110819859,-71.5372,-16.3982
110820406,-71.5272,-16.3999
110820406,-71.5269,-16.4003
110820406,-71.5268,-16.4004
110822807,-71.5261,-16.401
110822807,-71.5265,-16.4012
110822807,-71.5267,-16.4014
110822807,-71.5268,-16.4015
110822807,-71.5268,-16.4016
110822807,-71.5268,-16.4016
110822807,-71.5268,-16.4017
110822807,-71.5267,-16.4018
110822807,-71.5266,-16.4019
110822807,-71.5262,-16.4023
110823759,-71.531,-16.4016
110823759,-71.5323,-16.4011
110823759,-71.5328,-16.4009
110823759,-71.5333,-16.4007
110823759,-71.5334,-16.4007
110823759,-71.5336,-16.4006
110823759,-71.5345,-16.4003
110823759,-71.535,-16.4001
110823759,-71.535,-16.4001
110827193,-71.5367,-16.3994
110827193,-71.5366,-16.3994
110827193,-71.5366,-16.3992
110827193,-71.5366,-16.3992
110827193,-71.5365,-16.399
110827193,-71.5364,-16.3988
110827193,-71.5364,-16.3987
110827193,-71.5363,-16.3986
110828380,-71.5249,-16.3988
110828380,-71.5246,-16.3992
110829876,-71.5339,-16.3958
110829876,-71.535,-16.3954
110829876,-71.5352,-16.3953
110829876,-71.5355,-16.3952
110829876,-71.5361,-16.395
110830216,-71.533,-16.3996
110830216,-71.5334,-16.4007
110830216,-71.5337,-16.4015
110830216,-71.5338,-16.4017
110830216,-71.5342,-16.4026
110830216,-71.5342,-16.4027
110830216,-71.5342,-16.4027
110830216,-71.5343,-16.4029
110830216,-71.5343,-16.4031
110830216,-71.5345,-16.4035
110830216,-71.5346,-16.4038
110830216,-71.5349,-16.4044
110830216,-71.535,-16.4047
110830216,-71.5354,-16.4056
110830513,-71.5393,-16.4066
110830513,-71.5392,-16.4063
110830513,-71.5388,-16.4053
110830513,-71.5385,-16.4045
110830513,-71.5381,-16.4034
110830513,-71.5378,-16.4026
110830513,-71.5374,-16.4017
110830513,-71.5373,-16.4016
110830513,-71.537,-16.4005
110831412,-71.5367,-16.3936
110831412,-71.537,-16.3941
110831412,-71.5371,-16.3946
110831412,-71.5375,-16.3956
110831412,-71.5376,-16.3958
110831412,-71.5379,-16.3967
110831412,-71.5383,-16.3977
110833747,-71.5339,-16.3958
110833747,-71.5335,-16.3947
110834333,-71.5263,-16.3999
110834333,-71.5254,-16.4009
110834333,-71.5252,-16.4012
110834333,-71.5248,-16.4016
110834333,-71.5246,-16.4018
110834927,-71.5262,-16.3945
110834927,-71.5258,-16.3948
110834927,-71.5258,-16.3948
110835931,-71.5256,-16.3946
110835931,-71.5247,-16.3951
110835931,-71.5244,-16.3953
110835931,-71.524,-16.3955
110841870,-71.5367,-16.3994
110841870,-71.5368,-16.3994
110841870,-71.5371,-16.3993
110841870,-71.5373,-16.3992
110841870,-71.5376,-16.3991
110841870,-71.5376,-16.3991
110844406,-71.5283,-16.3953
110844406,-71.5286,-16.3951
110844406,-71.5286,-16.395
110844406,-71.5287,-16.3949
110844712,-71.5277,-16.3933
110844712,-71.5277,-16.3933
110844712,-71.5267,-16.3943
110844712,-71.5263,-16.3946
110845214,-71.5304,-16.3981
110845214,-71.5294,-16.3973
110845214,-71.529,-16.3971
110845214,-71.529,-16.397
110845214,-71.5287,-16.3968
110845214,-71.5284,-16.3965
110845214,-71.5284,-16.3965
110845214,-71.5283,-16.3964
113219959,-71.5363,-16.3986
113219959,-71.5363,-16.3986
127637373,-71.536,-16.398
127637373,-71.5371,-16.3976
198371877,-71.5294,-16.4025
198371877,-71.5293,-16.4024
198371877,-71.5285,-16.4018
198371877,-71.5285,-16.4017
198371877,-71.5283,-16.4016
198371877,-71.5283,-16.4015
198371877,-71.5276,-16.401
198371877,-71.5275,-16.401
198372047,-71.5244,-16.4019
198372047,-71.5247,-16.4016
198372047,-71.5251,-16.4012
198372047,-71.5254,-16.4009
198372047,-71.5262,-16.3999
200014777,-71.5313,-16.3954
200014777,-71.5313,-16.3954
200014777,-71.5323,-16.3951
227969907,-71.5355,-16.3944
227969907,-71.5354,-16.3944
227969907,-71.5354,-16.3946
227969907,-71.5355,-16.3946
227969907,-71.5356,-16.3946
227969907,-71.5355,-16.3944
286899469,-71.5361,-16.3997
286899469,-71.5362,-16.3998
286899469,-71.5363,-16.3999
286899469,-71.5364,-16.4002
286899469,-71.5364,-16.4004
286899469,-71.5365,-16.4007
354948232,-71.5365,-16.3962
354948232,-71.5365,-16.3961
354948232,-71.5365,-16.396
354948232,-71.5361,-16.395
354948232,-71.5361,-16.3949
354948232,-71.5359,-16.3946
354948232,-71.5359,-16.3945
354948232,-71.5357,-16.3939
354948232,-71.5356,-16.3938
354948232,-71.5356,-16.3937
