source_id,target_id,distance
1264289574,5169683425,114.542
5169683425,1264289574,114.542
5169683425,255025391,6.01164
255025391,5169683425,6.01164
257887385,4110736812,48.2077
4110736812,257887385,48.2077
4110736812,5180837551,65.5825
5180837551,4110736812,65.5825
5180837551,1284563574,9.34995
1284563574,5180837551,9.34995
1284563574,461499177,122.735
461499177,1284563574,122.735
1284563454,9181377540,5.55201
9181377540,1284563454,5.55201
9181377540,9027081296,86.2173
9027081296,9181377540,86.2173
9027081296,9181377534,24.282
9181377534,9027081296,24.282
9181377534,5380727094,5.4027
5380727094,9181377534,5.4027
5380727094,9181377536,5.4491
9181377536,5380727094,5.4491
9181377536,12433822514,30.8115
12433822514,9181377536,30.8115
12433822514,12433716282,15.577
12433716282,12433822514,15.577
12433716282,9181377530,63.6908
9181377530,12433716282,63.6908
9181377530,257689298,6.10179
257689298,9181377530,6.10179
257689298,9181377532,5.61978
9181377532,257689298,5.61978
9181377532,4197540328,108.176
4197540328,9181377532,108.176
4197540328,1264342650,7.32617
1264342650,4197540328,7.32617
255025391,9181377529,97.2391
9181377529,255025391,97.2391
9181377529,257689298,6.43709
257689298,9181377529,6.43709
461499178,3946583368,35.5306
3946583368,461499178,35.5306
3946583368,911059921,85.3663
911059921,3946583368,85.3663
911059921,914103844,128.067
914103844,911059921,128.067
911059962,9181364651,6.48537
9181364651,911059962,6.48537
9181364651,4110755574,67.5965
4110755574,9181364651,67.5965
4110755574,9181377542,46.7929
9181377542,4110755574,46.7929
9181377542,462009631,4.97772
462009631,9181377542,4.97772
462009631,9181377544,5.89783
9181377544,462009631,5.89783
9181377544,914202058,116.084
914202058,9181377544,116.084
914202058,4427963958,40.3711
4427963958,914202058,40.3711
4427963958,9181377537,75.8115
9181377537,4427963958,75.8115
9181377537,10885702044,5.44581
10885702044,9181377537,5.44581
10885702044,1284563454,1.88838
1284563454,10885702044,1.88838
4766382434,876656052,1.30906
876656052,4766382434,1.30906
876656052,876656053,1.27886
876656053,876656052,1.27886
876656053,4318560738,1.27879
4318560738,876656053,1.27879
4318560738,4318560739,1.27467
4318560739,4318560738,1.27467
4318560739,4318560740,1.28456
4318560740,4318560739,1.28456
4318560740,4318560741,1.2796
4318560741,4318560740,1.2796
4318560741,4318560742,1.27732
4318560742,4318560741,1.27732
4318560742,876655987,1.28052
876655987,4318560742,1.28052
876655987,876656032,1.4497
876656032,876655987,1.4497
876656032,876656102,1.44877
876656102,876656032,1.44877
876656102,4318560743,1.44642
4318560743,876656102,1.44642
4318560743,4318560744,1.45038
4318560744,4318560743,1.45038
4318560744,4318560745,1.45686
4318560745,4318560744,1.45686
4318560745,4318560746,1.4447
4318560746,4318560745,1.4447
4318560746,4318560747,1.44729
4318560747,4318560746,1.44729
4318560747,4318560750,1.45339
4318560750,4318560747,1.45339
4318560750,4318560748,1.45285
4318560748,4318560750,1.45285
4318560748,4318560749,1.4465
4318560749,4318560748,1.4465
4318560749,4766382434,1.42444
4766382434,4318560749,1.42444
876656103,4617741041,12.7808
4617741041,876656103,12.7808
4617741041,4075463027,33.4669
4075463027,4617741041,33.4669
4075463027,876656059,5.37722
876656059,4075463027,5.37722
876656074,876656000,6.78256
876656000,876656074,6.78256
876656000,4318560750,5.83336
4318560750,876656000,5.83336
876655990,876656039,10.522
876656039,876655990,10.522
876656108,4318562862,15.5015
4318562862,876656108,15.5015
4318562862,876656094,16.5097
876656094,4318562862,16.5097
876656064,876656026,18.0964
876656026,876656064,18.0964
876656026,876656098,7.44333
876656098,876656026,7.44333
876656098,876656084,4.46713
876656084,876656098,4.46713
876656003,876656066,3.92727
876656066,876656003,3.92727
876656066,876655997,2.19233
876655997,876656066,2.19233
876655997,876656106,3.37182
876656106,876655997,3.37182
876656106,876656003,3.48047
876656003,876656106,3.48047
876656017,4318635178,2.91023
4318635178,876656017,2.91023
876655994,876656024,16.8527
876656024,876655994,16.8527
876656024,876655999,19.7991
876655999,876656024,19.7991
876655999,876656108,12.2813
876656108,876655999,12.2813
876655994,4318560733,10.345
4318560733,876655994,10.345
4318560733,876655998,7.21735
876655998,4318560733,7.21735
876655998,876655996,33.9045
876655996,876655998,33.9045
876655996,876655990,18.7138
876655990,876655996,18.7138
876655990,876656091,3.01458
876656091,876655990,3.01458
876656091,876656096,20.3363
876656096,876656091,20.3363
876656064,876655996,28.7514
876655996,876656064,28.7514
876656101,876656015,20.3589
876656015,876656101,20.3589
876656015,876656002,15.4858
876656002,876656015,15.4858
876656002,4318560737,4.64714
4318560737,876656002,4.64714
4318560737,876656064,3.05335
876656064,4318560737,3.05335
876656015,4619887895,11.7949
4619887895,876656015,11.7949
4619887895,876656091,14.2668
876656091,4619887895,14.2668
876656084,876656074,4.52756
876656074,876656084,4.52756
1252922332,1284563231,51.0347
1284563231,1252922332,51.0347
1284563231,1264288209,75.59
1264288209,1284563231,75.59
1264315838,11090407262,7.87857
11090407262,1264315838,7.87857
11090407262,9970563346,63.2062
9970563346,11090407262,63.2062
9970563346,4106712656,47.6482
4106712656,9970563346,47.6482
4106712656,4106712657,12.7852
4106712657,4106712656,12.7852
4106712657,9970563347,22.3091
9970563347,4106712657,22.3091
9970563347,1264292035,52.3322
1264292035,9970563347,52.3322
1264334361,5467655510,68.9375
5467655510,1264334361,68.9375
5467655510,3949384788,44.204
3949384788,5467655510,44.204
3949384788,1264363866,65.3608
1264363866,3949384788,65.3608
4279219157,1264330047,7.02865
1264330047,4279219157,7.02865
1264330047,1264286952,19.7925
1264286952,1264330047,19.7925
1264286952,1264337978,45.3233
1264337978,1264286952,45.3233
1264337978,6648041650,50.0636
6648041650,1264337978,50.0636
6648041650,5670081684,3.62013
5670081684,6648041650,3.62013
5670081684,6648041649,3.23515
6648041649,5670081684,3.23515
6648041649,5670089474,24.8793
5670089474,6648041649,24.8793
911059962,9181364650,6.60331
9181364650,911059962,6.60331
9181364650,3946659303,3.81582
3946659303,9181364650,3.81582
3946659303,4058263267,60.6069
4058263267,3946659303,60.6069
4058263267,3946659304,21.2945
3946659304,4058263267,21.2945
3946659304,914103844,31.6953
914103844,3946659304,31.6953
914103844,1284563313,23.5929
1284563313,914103844,23.5929
1284563313,1264369170,18.1437
1264369170,1284563313,18.1437
1264369170,1264288209,87.9969
1264288209,1264369170,87.9969
1264342828,4025080617,9.93462
4025080617,1264342828,9.93462
4025080617,11100229813,3.30537
11100229813,4025080617,3.30537
11100229813,4025080611,3.09369
4025080611,11100229813,3.09369
4025080611,4025080607,14.4469
4025080607,4025080611,14.4469
4025080607,10885702030,133.579
10885702030,4025080607,133.579
10885702030,1253003891,74.1176
1253003891,10885702030,74.1176
1253003891,1264307523,124.851
1264307523,1253003891,124.851
1264307523,4427915772,70.1383
4427915772,1264307523,70.1383
4427915772,10885762587,53.146
10885762587,4427915772,53.146
10885762587,10885702036,9.01473
10885702036,10885762587,9.01473
10885702036,4337651705,61.5935
4337651705,10885702036,61.5935
4337651705,10885702041,50.0672
10885702041,4337651705,50.0672
10885702041,1284563195,123.977
1284563195,10885702041,123.977
1264319559,3353094433,9.0001
3353094433,1264319559,9.0001
3353094433,4717584439,8.01614
4717584439,3353094433,8.01614
4717584439,3353094434,3.80338
3353094434,4717584439,3.80338
3353094434,3353094435,15.3981
3353094435,3353094434,15.3981
3353094435,1264363601,17.8859
1264363601,3353094435,17.8859
1264363601,5432125025,9.35653
5432125025,1264363601,9.35653
5432125025,1264327928,8.94099
1264327928,5432125025,8.94099
4427131577,1264286908,51.6223
1264286908,4427131577,51.6223
1264286908,5393862386,122.539
5393862386,1264286908,122.539
5393862386,4427840026,97.4493
4427840026,5393862386,97.4493
4427840026,5393862385,27.2436
5393862385,4427840026,27.2436
5393862385,5393862384,107.66
5393862384,5393862385,107.66
5393862384,5169968464,48.6774
5169968464,5393862384,48.6774
5169968464,4444938284,106.266
4444938284,5169968464,106.266
4444938284,1264289932,9.18041
1264289932,4444938284,9.18041
2905764712,1264281373,49.844
1264281373,2905764712,49.844
1264367119,5375755236,68.3898
5375755236,1264367119,68.3898
5375755236,1264340713,51.5761
1264340713,5375755236,51.5761
1264340713,5375755231,14.2395
5375755231,1264340713,14.2395
5375755231,1253000767,34.1544
1253000767,5375755231,34.1544
5432125026,5393844131,117.127
5393844131,5432125026,117.127
5393844131,1264339805,2.20974
1264339805,5393844131,2.20974
1264339805,5393844128,80.9393
5393844128,1264339805,80.9393
5393844128,5380727090,35.7861
5380727090,5393844128,35.7861
5380727090,3946688688,14.2102
3946688688,5380727090,14.2102
3946688688,3946688687,14.7702
3946688687,3946688688,14.7702
3946688687,3946688685,45.5071
3946688685,3946688687,45.5071
3946688685,1264287203,20.0368
1264287203,3946688685,20.0368
1264287203,4442642703,34.0213
4442642703,1264287203,34.0213
4442642703,11090407251,74.8804
11090407251,4442642703,74.8804
11090407251,1264315838,8.33235
1264315838,11090407251,8.33235
5432125026,10576490059,6.30697
10576490059,5432125026,6.30697
10576490059,3946583375,24.9815
3946583375,10576490059,24.9815
3946583375,4058263268,63.0683
4058263268,3946583375,63.0683
4058263268,4717589346,18.5249
4717589346,4058263268,18.5249
4717589346,10576490060,19.896
10576490060,4717589346,19.896
10576490060,3946659301,6.51355
3946659301,10576490060,6.51355
3946688694,5485344764,4.23059
5485344764,3946688694,4.23059
5485344764,4106712597,4.21862
4106712597,5485344764,4.21862
4106712597,3946688693,4.23201
3946688693,4106712597,4.23201
3946688693,5485344763,4.21652
5485344763,3946688693,4.21652
5485344763,3946688692,4.22419
3946688692,5485344763,4.22419
3946688692,5485344760,4.21681
5485344760,3946688692,4.21681
5485344760,3946688689,4.22626
3946688689,5485344760,4.22626
3946688689,5485344759,3.74959
5485344759,3946688689,3.74959
5485344759,5485344762,3.7524
5485344762,5485344759,3.7524
5485344762,3946688691,3.7476
3946688691,5485344762,3.7476
3946688691,3946688690,3.74904
3946688690,3946688691,3.74904
3946688690,4106712596,3.7524
4106712596,3946688690,3.7524
4106712596,5485344761,3.87591
5485344761,4106712596,3.87591
5485344761,1264309774,4.86325
1264309774,5485344761,4.86325
1284563452,1264282461,25.6658
1264282461,1284563452,25.6658
4190894647,1284563195,123.652
1284563195,4190894647,123.652
1284563195,10885702043,1.66747
10885702043,1284563195,1.66747
10885702043,4337620608,51.7207
4337620608,10885702043,51.7207
4337620608,4049211653,21.5277
4049211653,4337620608,21.5277
4049211653,462009629,48.2263
462009629,4049211653,48.2263
462009629,1264349178,123.525
1264349178,462009629,123.525
1264349178,4717589312,49.1268
4717589312,1264349178,49.1268
4717589312,1264319559,73.117
1264319559,4717589312,73.117
