source_id,target_id,distance
9241341379,5483076416,18.3195
5483076416,9241341379,18.3195
5483076416,5483076418,41.3252
5483076418,5483076416,41.3252
5483076418,5483076420,39.6636
5483076420,5483076418,39.6636
5483076420,5483076722,39.2578
5483076722,5483076420,39.2578
5483076722,5483076728,37.4478
5483076728,5483076722,37.4478
5483076728,5483076734,38.0713
5483076734,5483076728,38.0713
5483076734,3724075275,20.1422
3724075275,5483076734,20.1422
3724075275,5483076736,17.0289
5483076736,3724075275,17.0289
5483076736,5483076738,38.2318
5483076738,5483076736,38.2318
5483076738,5483076740,36.9873
5483076740,5483076738,36.9873
5483076740,5483076742,37.7697
5483076742,5483076740,37.7697
5483076742,5483076744,37.5851
5483076744,5483076742,37.5851
5483076744,3724075278,16.0021
3724075278,5483076744,16.0021
3724075278,5483076858,10.4256
5483076858,3724075278,10.4256
5483076858,11471960160,32.6419
11471960160,5483076858,32.6419
11471960160,11433623772,7.03173
11433623772,11471960160,7.03173
11433623772,3724075281,53.3448
3724075281,11433623772,53.3448
3724075281,11471970907,22.5155
11471970907,3724075281,22.5155
11471970907,3725076669,30.3321
3725076669,11471970907,30.3321
3213806588,3213806597,125.853
3213806597,3213806588,125.853
3213806597,5553819882,97.2073
5553819882,3213806597,97.2073
3213806607,11235104379,9.49076
11235104379,3213806607,9.49076
11235104379,3213806613,107.025
3213806613,11235104379,107.025
3213806613,5553819909,2.71197
5553819909,3213806613,2.71197
5553819909,11235104384,8.80066
11235104384,5553819909,8.80066
11235104384,11235104355,72.2213
11235104355,11235104384,72.2213
11235104355,3213806595,5.46185
3213806595,11235104355,5.46185
3213846837,5481162348,39.1011
5481162348,3213846837,39.1011
5481162348,3213846804,43.2698
3213846804,5481162348,43.2698
3213846804,5553028799,3.1394
5553028799,3213846804,3.1394
3213806588,3213806598,42.8157
3213806598,3213806588,42.8157
3213806598,11235077301,8.74377
11235077301,3213806598,8.74377
11235077301,11235077302,4.52612
11235077302,11235077301,4.52612
11235077302,3213806614,5.89583
3213806614,11235077302,5.89583
3213806614,3213806599,27.3458
3213806599,3213806614,27.3458
3213806599,3213806589,13.8979
3213806589,3213806599,13.8979
3213806589,3213806603,22.3827
3213806603,3213806589,22.3827
3213806603,3213806586,29.5872
3213806586,3213806603,29.5872
3213806586,3213806617,22.097
3213806617,3213806586,22.097
3213806617,11235077300,11.6884
11235077300,3213806617,11.6884
11235077300,3213806619,8.83092
3213806619,11235077300,8.83092
3213806619,5553819908,9.83581
5553819908,3213806619,9.83581
5553819908,3213806618,12.2305
3213806618,5553819908,12.2305
3213806618,11235077299,13.9564
11235077299,3213806618,13.9564
11235077299,11235077298,13.7533
11235077298,11235077299,13.7533
11235077298,3213806585,7.97669
3213806585,11235077298,7.97669
3213806585,11235077297,10.2998
11235077297,3213806585,10.2998
11235077297,5553819907,8.12642
5553819907,11235077297,8.12642
5553819907,11237430290,2.97057
11237430290,5553819907,2.97057
11237430290,3213806610,8.22456
3213806610,11237430290,8.22456
3213806610,3213806601,9.45396
3213806601,3213806610,9.45396
3213806620,11237523287,9.81976
11237523287,3213806620,9.81976
11237523287,11237523280,114.034
11237523280,11237523287,114.034
11237523280,3213806604,11.6443
3213806604,11237523280,11.6443
3213806615,3213846764,91.4364
3213846764,3213806615,91.4364
3213846764,3213846784,67.5612
3213846784,3213846764,67.5612
3213846784,3213806594,69.4148
3213806594,3213846784,69.4148
3213806594,3213846783,73.8333
3213846783,3213806594,73.8333
3213846783,3213846802,72.0192
3213846802,3213846783,72.0192
3213846802,3213806605,72.865
3213806605,3213846802,72.865
10995843704,5553819880,13.3276
5553819880,10995843704,13.3276
3213846836,3213846846,201.284
3213846846,3213846836,201.284
3213846846,3213806606,234.73
3213806606,3213846846,234.73
5553819891,3213806597,50.1784
3213806597,5553819891,50.1784
3213806597,11237523296,8.00817
11237523296,3213806597,8.00817
11237523296,11237523295,48.6884
11237523295,11237523296,48.6884
11237523295,3213806616,10.2259
3213806616,11237523295,10.2259
3213806616,11237523293,11.0363
11237523293,3213806616,11.0363
11237523293,3213806600,11.2212
3213806600,11237523293,11.2212
3213806600,11237523290,10.9502
11237523290,3213806600,10.9502
11237523290,11237523291,24.7826
11237523291,11237523290,24.7826
11237523291,3213806620,10.0409
3213806620,11237523291,10.0409
3213806620,11237523288,9.04246
11237523288,3213806620,9.04246
11237523288,3213806593,34.5692
3213806593,11237523288,34.5692
3213806612,11237523283,4.35864
11237523283,3213806612,4.35864
11237523283,11237523294,116.288
11237523294,11237523283,116.288
11237523294,3213806616,9.51798
3213806616,11237523294,9.51798
3213806621,11235104380,82.6773
11235104380,3213806621,82.6773
11235104380,3213806596,7.62835
3213806596,11235104380,7.62835
3213806596,11235104382,8.06151
11235104382,3213806596,8.06151
11235104382,5799154927,60.636
5799154927,11235104382,60.636
5799154927,3213806601,49.641
3213806601,5799154927,49.641
5553820400,5905456127,16.9525
5905456127,5553820400,16.9525
5905456127,5553820402,44.4082
5553820402,5905456127,44.4082
5553820402,5553820393,53.6096
5553820393,5553820402,53.6096
5553820393,5553820395,54.8651
5553820395,5553820393,54.8651
5553819881,11237523289,11.496
11237523289,5553819881,11.496
11237523289,11237523292,77.7386
11237523292,11237523289,77.7386
11237523292,3213806600,9.60179
3213806600,11237523292,9.60179
5553028673,9875617366,15.1123
9875617366,5553028673,15.1123
9875617366,5553028696,29.6547
5553028696,9875617366,29.6547
