id,lat,lon
3213846827,-16.3118,-71.6295
3213846828,-16.3117,-71.6276
3213846829,-16.3113,-71.6289
3213846830,-16.3045,-71.6301
3213846831,-16.3065,-71.6267
3213846832,-16.3013,-71.6315
3213846833,-16.3051,-71.6334
3213846834,-16.3072,-71.6297
3213846836,-16.3107,-71.6272
3213846837,-16.301,-71.6275
3213846838,-16.3062,-71.6352
3213846840,-16.3021,-71.6325
3213846841,-16.3122,-71.629
3213846842,-16.3102,-71.6262
3213846843,-16.3105,-71.6265
3213846844,-16.3046,-71.6343
3213846845,-16.3071,-71.6357
3213846846,-16.3091,-71.6262
3213846848,-16.3084,-71.6314
3213846849,-16.3023,-71.6299
3213846850,-16.3096,-71.6349
3213846851,-16.3109,-71.6269
3213846852,-16.3038,-71.6314
3213846853,-16.3073,-71.6307
3213846854,-16.3114,-71.6286
3274913819,-16.3356,-71.69
3274913820,-16.323,-71.6718
3274913823,-16.3438,-71.6966
3274913827,-16.3305,-71.6857
3274913828,-16.3295,-71.6752
3274913829,-16.3189,-71.6649
3274913830,-16.3229,-71.6718
3274913831,-16.2989,-71.6602
3274913833,-16.3368,-71.6909
3274913834,-16.3444,-71.6967
3274913835,-16.2961,-71.6613
3274913837,-16.3181,-71.667
3274913840,-16.3362,-71.6902
3274913841,-16.3001,-71.6628
3274913842,-16.2924,-71.6559
3274913843,-16.3284,-71.6741
3274913844,-16.2952,-71.6587
3274913845,-16.2907,-71.6546
3274913847,-16.2933,-71.6647
3274913848,-16.3181,-71.665
3274913849,-16.3179,-71.6648
3274913850,-16.2872,-71.6573
3274913851,-16.3285,-71.6742
3274913853,-16.334,-71.6884
3274913854,-16.3277,-71.6826
3274913855,-16.3286,-71.6839
3274913856,-16.3316,-71.6866
3274913860,-16.3388,-71.6931
3274914361,-16.3386,-71.693
3274914362,-16.3263,-71.6812
3274914363,-16.3391,-71.6932
3274914364,-16.3262,-71.6812
3274914365,-16.3265,-71.6729
3274914367,-16.2953,-71.6588
3274914368,-16.327,-71.6822
3274914369,-16.2874,-71.655
3274914370,-16.2938,-71.6585
3274914372,-16.3286,-71.6841
3274914375,-16.3268,-71.6816
3274914376,-16.2931,-71.6568
3274914377,-16.3266,-71.6789
3274914382,-16.3287,-71.6843
3274914383,-16.3284,-71.6836
3274914388,-16.327,-71.6787
3274914391,-16.3264,-71.6792
3274914392,-16.2904,-71.6613
3274914393,-16.3296,-71.676
3274914397,-16.3427,-71.6961
3274914401,-16.2951,-71.6579
3274914405,-16.3328,-71.6875
3274914409,-16.3223,-71.6721
3274914414,-16.294,-71.6572
3274914415,-16.2937,-71.6592
3274914416,-16.3267,-71.6729
3274914417,-16.3256,-71.6726
3274914419,-16.3366,-71.6908
3274914423,-16.3179,-71.6649
3274914427,-16.3293,-71.685
3274914428,-16.3332,-71.688
3274914429,-16.3186,-71.6651
3274914432,-16.2844,-71.6589
3274914433,-16.2891,-71.6537
3274914434,-16.2887,-71.6591
3274914438,-16.3288,-71.6845
3274914440,-16.3281,-71.6739
3274914441,-16.3282,-71.6831
3274914442,-16.3244,-71.6723
3274914445,-16.3289,-71.6846
3274914448,-16.3447,-71.6968
3274914450,-16.2952,-71.6592
3274914451,-16.288,-71.6566
3274914452,-16.2938,-71.6576
3274914453,-16.3429,-71.6961
3274914455,-16.3301,-71.6856
3274914456,-16.3263,-71.6797
3274914459,-16.2924,-71.6595
3274914561,-16.3157,-71.6635
3274914562,-16.2947,-71.6604
3274914563,-16.2988,-71.6668
3274914566,-16.3359,-71.6904
3274914567,-16.2868,-71.6568
3274914569,-16.3337,-71.6883
3274914570,-16.3174,-71.6655
3274914572,-16.3363,-71.6904
3274914573,-16.3175,-71.6656
3274914574,-16.3282,-71.6782
3274914575,-16.2943,-71.6594
3274914576,-16.2967,-71.6598
3274914577,-16.3186,-71.6648
3274914580,-16.3264,-71.6812
3274914581,-16.3273,-71.6734
3274914582,-16.3292,-71.675
3274914583,-16.3431,-71.6962
3274914584,-16.292,-71.6592
3274914586,-16.3182,-71.665
3274914588,-16.3264,-71.6794
3274914590,-16.3308,-71.6859
3274914591,-16.3334,-71.6881
3274914592,-16.3267,-71.6814
3274914594,-16.3352,-71.6897
3274914595,-16.3341,-71.6886
3274914596,-16.3449,-71.6969
3274914599,-16.2959,-71.6584
3274914600,-16.3265,-71.6814
3274914601,-16.288,-71.6557
3274914602,-16.3418,-71.6951
3274914606,-16.3288,-71.6777
3274914607,-16.3323,-71.687
3274914610,-16.3178,-71.6643
3274914611,-16.2985,-71.6677
3274914613,-16.3309,-71.6859
3274914615,-16.3311,-71.6862
3274914616,-16.3346,-71.689
3274914617,-16.2899,-71.6606
3274914620,-16.3268,-71.6821
3274914622,-16.2945,-71.659
3274914626,-16.2948,-71.6584
3274914627,-16.2968,-71.6603
3274914629,-16.2995,-71.6648
3274914631,-16.2935,-71.6591
3274914632,-16.3283,-71.6834
3274914635,-16.2892,-71.6558
3274914636,-16.3278,-71.6738
3274914637,-16.3268,-71.6821
3274914638,-16.3358,-71.6902
3274914639,-16.3224,-71.672
3274914640,-16.329,-71.6774
3274914642,-16.3268,-71.6817
3274914643,-16.3363,-71.6905
3274914644,-16.3243,-71.6722
3274914645,-16.2958,-71.6656
3274914647,-16.3396,-71.6934
3274914648,-16.3268,-71.673
3274914649,-16.322,-71.6719
3274914650,-16.3272,-71.6822
3274914651,-16.3267,-71.6819
3274914655,-16.3205,-71.6705
3274914656,-16.3451,-71.6972
3274914657,-16.3188,-71.6648
3274914658,-16.3286,-71.6779
3274914659,-16.3279,-71.6828
3274914660,-16.3297,-71.6754
3274914761,-16.3188,-71.6685
3274914763,-16.3241,-71.6721
3274914764,-16.3225,-71.672
3274914765,-16.2979,-71.6578
3274914766,-16.3175,-71.664
3274914767,-16.3422,-71.6957
3274914768,-16.3029,-71.6603
3274914769,-16.3313,-71.6863
3274914770,-16.345,-71.6971
3274914771,-16.3188,-71.6689
3274914772,-16.2899,-71.6567
3274914775,-16.2966,-71.6637
3274914779,-16.3232,-71.672
3274914780,-16.3183,-71.665
3274914785,-16.3364,-71.6907
3274914786,-16.3238,-71.6721
3274914791,-16.3433,-71.6962
3274914795,-16.3178,-71.6645
3274914799,-16.289,-71.6557
3274914802,-16.2861,-71.6559
3274914809,-16.3298,-71.6757
3274914811,-16.3267,-71.6812
3274914814,-16.3377,-71.6917
3274914815,-16.3361,-71.6903
3274914816,-16.3267,-71.6804
3274914818,-16.2934,-71.6569
3274914819,-16.2917,-71.6551
3274914821,-16.2956,-71.6589
3274914824,-16.3269,-71.6809
3274914825,-16.2923,-71.6599
3274914826,-16.3267,-71.6816
3274914829,-16.3265,-71.679
3274914831,-16.3363,-71.6903
3274914832,-16.291,-71.6542
3274914835,-16.3188,-71.665
3274914837,-16.3001,-71.6628
3274914839,-16.2937,-71.6577
3274914840,-16.3182,-71.6673
3274914841,-16.2884,-71.6562
3274914843,-16.3285,-71.6781
3274914845,-16.3327,-71.6874
3274914846,-16.3234,-71.6721
3274914847,-16.3355,-71.69
3274914848,-16.3362,-71.6903
3274914850,-16.3446,-71.6968
3274914851,-16.318,-71.6665
3274914852,-16.2961,-71.6581
3274914853,-16.3187,-71.665
3274914854,-16.3269,-71.6808
3274914855,-16.3298,-71.6854
3274914860,-16.318,-71.6654
3274915061,-16.3407,-71.6943
3274915064,-16.2906,-71.6575
3274915065,-16.3227,-71.6719
3274915068,-16.3274,-71.6734
3274915070,-16.3264,-71.6814
3274915072,-16.3262,-71.6814
3274915077,-16.2926,-71.6667
3274915078,-16.2949,-71.6561
3274915082,-16.3371,-71.691
3274915086,-16.3239,-71.6721
3274915087,-16.2946,-71.6608
3274915090,-16.335,-71.6896
3274915091,-16.2923,-71.6596
3274915093,-16.3435,-71.6963
3274915094,-16.3263,-71.6795
3274915095,-16.3186,-71.6652
3274915097,-16.3178,-71.6654
3274915098,-16.2944,-71.6575
3274915100,-16.3013,-71.6595
3274915102,-16.295,-71.6597
3274915103,-16.2859,-71.6534
3274915104,-16.326,-71.6729
3274915105,-16.3319,-71.6868
3274915106,-16.3218,-71.6718
3274915107,-16.295,-71.6592
3274915108,-16.3246,-71.6723
3274915109,-16.2949,-71.6609
3274915112,-16.293,-71.659
3274915113,-16.3183,-71.6653
3274915114,-16.3184,-71.6653
3274915115,-16.3228,-71.6719
3274915116,-16.3163,-71.6636
3274915118,-16.3237,-71.6721
3274915119,-16.3188,-71.6649
3274915120,-16.3415,-71.6949
3274915121,-16.3262,-71.6812
3274915122,-16.3254,-71.6725
3274915126,-16.2934,-71.6583
3274915128,-16.2931,-71.659
3274915130,-16.3033,-71.6606
3274915131,-16.3413,-71.6948
3274915132,-16.3221,-71.672
3274915134,-16.3178,-71.6642
3274915135,-16.3247,-71.6723
3274915136,-16.3168,-71.6638
3274915138,-16.3298,-71.6755
3274915139,-16.3235,-71.6721
3274915141,-16.3273,-71.6822
3274915143,-16.3179,-71.6663
3274915144,-16.3267,-71.6811
3274915145,-16.2983,-71.6604
3274915147,-16.3286,-71.684
3274915148,-16.3176,-71.6641
3274915149,-16.3274,-71.6787
3274915150,-16.318,-71.665
3274915151,-16.3383,-71.6922
3274915152,-16.3278,-71.6827
3274915153,-16.3317,-71.6867
3274915154,-16.3271,-71.6734
3274915155,-16.3268,-71.6818
3274915156,-16.3344,-71.6888
3274915157,-16.3372,-71.691
3274915158,-16.3184,-71.665
3274915160,-16.3289,-71.6746
3274915266,-16.2926,-71.6525
3274915267,-16.3185,-71.6649
3274915272,-16.2969,-71.6594
3274915274,-16.2854,-71.6551
3274915275,-16.3265,-71.6801
3274915278,-16.3437,-71.6965
3274915286,-16.3253,-71.6724
3274915288,-16.3342,-71.6887
3274915290,-16.3268,-71.681
3274915291,-16.294,-71.6627
3274915292,-16.3268,-71.6806
3274915293,-16.2967,-71.6571
3274915294,-16.3176,-71.6658
3274915297,-16.3267,-71.6788
3274915298,-16.3348,-71.6895
3274915302,-16.2972,-71.6574
3274915304,-16.2893,-71.6599
3274915306,-16.3262,-71.6729
3274915310,-16.2941,-71.658
3274915311,-16.3266,-71.6802
3274915315,-16.3257,-71.6727
3274915316,-16.336,-71.6903
3274915317,-16.3424,-71.6959
3274915318,-16.2894,-71.6584
3274915319,-16.3189,-71.669
3274915323,-16.2953,-71.659
3274915325,-16.3251,-71.6724
3274915328,-16.2898,-71.6607
3274915330,-16.2885,-71.6541
3274915331,-16.3249,-71.6723
3274915332,-16.3376,-71.6916
3274915337,-16.3271,-71.6733
3274915338,-16.3402,-71.6938
3274915340,-16.2949,-71.6599
3274915342,-16.3188,-71.6686
3274915344,-16.3299,-71.6755
3274915349,-16.3287,-71.6744
3274915350,-16.342,-71.6954
3274915351,-16.3353,-71.6898
3274915352,-16.3448,-71.6968
3274915353,-16.3175,-71.6654
3274915354,-16.3278,-71.6785
3274915355,-16.344,-71.6968
3274915356,-16.3267,-71.6729
3274915357,-16.3299,-71.6756
3274915359,-16.3259,-71.6728
3274915361,-16.3179,-71.6646
3274915362,-16.2955,-71.6573
3274915363,-16.328,-71.683
3274915366,-16.2881,-71.6584
3274915367,-16.3331,-71.6878
3274915368,-16.3452,-71.6973
3274915369,-16.3275,-71.6824
3274915370,-16.3176,-71.6654
3274915371,-16.338,-71.6918
3274915372,-16.3357,-71.69
3274915373,-16.3182,-71.6672
3274915374,-16.3325,-71.6872
3274915375,-16.3443,-71.6968
3274915377,-16.2975,-71.66
3274915378,-16.3441,-71.6968
3274915379,-16.297,-71.659
3274915381,-16.3347,-71.6892
3274915382,-16.3292,-71.6766
3274915383,-16.3382,-71.692
3274915385,-16.3311,-71.686
3274915386,-16.3347,-71.6894
3274915387,-16.2972,-71.6582
3274915388,-16.2966,-71.6602
3274915390,-16.2913,-71.6554
3274915391,-16.3439,-71.6967
3274915394,-16.3354,-71.6899
3274915397,-16.3186,-71.6648
3274915399,-16.3374,-71.6914
3274915401,-16.3345,-71.6889
3274915404,-16.3231,-71.6719
3274915406,-16.333,-71.6877
3282189630,-16.2614,-71.678
3282190293,-16.2614,-71.6779
3282190563,-16.2625,-71.676
3282190580,-16.2616,-71.6774
3282190593,-16.2621,-71.6765
3282413472,-16.2821,-71.6697
3282413475,-16.3014,-71.6711
3282413478,-16.2997,-71.6693
3282413481,-16.2901,-71.6762
3282413483,-16.2809,-71.672
3282413488,-16.3016,-71.6712
3282413489,-16.2806,-71.6741
3282413490,-16.2887,-71.6739
3282413491,-16.2991,-71.6704
3282413492,-16.2808,-71.6715
3282413494,-16.2808,-71.6717
3282413496,-16.3016,-71.6805
3282413497,-16.2995,-71.6708
3282413516,-16.2996,-71.6694
3282413521,-16.2751,-71.6662
3282413523,-16.3039,-71.6768
3282413529,-16.2998,-71.67
3282413532,-16.2986,-71.6681
3282413533,-16.2998,-71.6693
3282413534,-16.2999,-71.671
3282413546,-16.3017,-71.6713
3282413547,-16.2986,-71.6685
3282413550,-16.281,-71.6731
3282413551,-16.2825,-71.677
3282413552,-16.2837,-71.6692
3282413556,-16.2766,-71.6671
3282413557,-16.2757,-71.6668
3282413558,-16.302,-71.6743
3282413560,-16.2929,-71.6779
3282414361,-16.2825,-71.669
3282414362,-16.2914,-71.6768
3282414364,-16.2776,-71.6673
3282414366,-16.2744,-71.6658
3282414367,-16.277,-71.6674
3282414368,-16.2821,-71.6758
3282414369,-16.3057,-71.6803
3282414370,-16.2772,-71.6674
3282414371,-16.2886,-71.6736
3282414372,-16.2818,-71.6699
3282414374,-16.2819,-71.6758
3282414379,-16.3005,-71.6703
3282414380,-16.2984,-71.6688
3282414385,-16.2847,-71.6706
3282414387,-16.2853,-71.6709
3282414388,-16.2997,-71.6692
3282414390,-16.2794,-71.6677
3282414391,-16.2997,-71.6692
3282414395,-16.2828,-71.669
3282414403,-16.2995,-71.6694
3282414405,-16.2814,-71.669
3282414408,-16.2855,-71.6711
3282414411,-16.3001,-71.6711
3282414413,-16.2746,-71.6656
3282414414,-16.2752,-71.6665
3282414417,-16.2953,-71.6784
3282414420,-16.2999,-71.6692
3282414423,-16.2812,-71.671
3282414432,-16.3002,-71.6708
3282414435,-16.2939,-71.6783
3282414437,-16.2861,-71.6718
3282414439,-16.2841,-71.6699
3282414440,-16.2757,-71.6657
3282414441,-16.3024,-71.6755
3282414447,-16.2859,-71.6716
3282414450,-16.281,-71.6712
3282414452,-16.287,-71.6723
3282414455,-16.2995,-71.6699
3282414459,-16.2933,-71.6782
3282414661,-16.3029,-71.6758
3282414662,-16.3033,-71.6782
3282414666,-16.2879,-71.673
3282414671,-16.288,-71.6731
3282414683,-16.2875,-71.6728
3282414686,-16.2753,-71.666
3282414688,-16.3024,-71.6736
3282414692,-16.2764,-71.667
3282414693,-16.3024,-71.6728
3282414703,-16.2827,-71.676
3282414706,-16.3007,-71.6704
3282414708,-16.2845,-71.6707
3282414710,-16.2988,-71.6683
3282414711,-16.281,-71.6691
3282414717,-16.2809,-71.6734
3282414720,-16.2907,-71.6766
3282414723,-16.3011,-71.6707
3282414724,-16.2807,-71.6744
3282414727,-16.2825,-71.6765
3282414728,-16.2843,-71.6705
3282414733,-16.2902,-71.6764
3282414740,-16.302,-71.6719
3282414741,-16.2805,-71.6687
3282414746,-16.2923,-71.6777
3282414747,-16.2804,-71.6682
3282414748,-16.2919,-71.6773
3282414749,-16.2808,-71.6689
3282414754,-16.2818,-71.6689
3282414755,-16.2827,-71.6759
3282414757,-16.2985,-71.6691
3282415061,-16.2752,-71.6655
3282415062,-16.3023,-71.6723
3282415064,-16.2813,-71.6749
3282415066,-16.281,-71.6746
3282415074,-16.2755,-71.6659
3282415075,-16.3017,-71.6747
3282415091,-16.3017,-71.6749
3282415100,-16.3022,-71.674
3282415104,-16.2827,-71.6763
3282415105,-16.3072,-71.6864
3282415107,-16.2832,-71.6691
3282415110,-16.2757,-71.6659
3282415113,-16.2806,-71.6739
3282415116,-16.3021,-71.6721
3282415119,-16.2894,-71.6753
3282415124,-16.2751,-71.6664
3282415127,-16.2984,-71.6687
3282415129,-16.2841,-71.6704
3282415136,-16.2873,-71.6725
3282415138,-16.3019,-71.6751
3282415141,-16.2985,-71.6694
3282415143,-16.2737,-71.6655
3282415153,-16.2893,-71.6755
3282415155,-16.2995,-71.6696
3282415159,-16.2857,-71.6714
3282415160,-16.2999,-71.67
3282415361,-16.285,-71.6706
3282415364,-16.3001,-71.6707
3282415365,-16.2801,-71.668
3282415368,-16.2824,-71.6767
3282415371,-16.2751,-71.6661
3282415373,-16.284,-71.6696
3282415377,-16.2792,-71.6678
3282415379,-16.2888,-71.6743
3282415384,-16.2892,-71.6751
3282415386,-16.289,-71.6749
3282415402,-16.2986,-71.6695
3282415404,-16.2797,-71.6677
3282415411,-16.2985,-71.6692
3282415415,-16.2804,-71.6686
3282415417,-16.2788,-71.6676
3282415418,-16.2998,-71.6707
3282415420,-16.2838,-71.6694
3282415423,-16.2826,-71.6773
3282415429,-16.2799,-71.6678
3282415430,-16.3003,-71.6701
3282415431,-16.3001,-71.67
3282415432,-16.281,-71.6728
3282415437,-16.2807,-71.6736
3282415440,-16.2995,-71.6704
3282415441,-16.2995,-71.6698
3282415442,-16.2816,-71.6703
3282415445,-16.2816,-71.6756
3282415450,-16.2951,-71.678
3282415451,-16.274,-71.6656
3282415459,-16.2815,-71.6751
3282415460,-16.2985,-71.6679
3282415561,-16.3041,-71.677
3282415563,-16.2994,-71.6702
3282415566,-16.2985,-71.6686
3282415567,-16.2953,-71.6782
3282415570,-16.2942,-71.6783
3282415572,-16.3019,-71.6744
3282415573,-16.295,-71.678
3282415574,-16.2993,-71.6697
3282415575,-16.2818,-71.6757
3282415580,-16.2823,-71.6759
3282415582,-16.2815,-71.6754
3282415594,-16.2841,-71.6701
3282415595,-16.2994,-71.6695
3282415599,-16.2997,-71.6706
3282415603,-16.3024,-71.6732
3282415611,-16.2882,-71.6733
3282415621,-16.302,-71.6717
3282415625,-16.3021,-71.6798
3282415629,-16.2742,-71.6657
3282415632,-16.2866,-71.672
3282415647,-16.2912,-71.6767
3282415651,-16.2895,-71.676
3282415653,-16.2988,-71.6684
3282415766,-16.3018,-71.6714
3282415769,-16.2745,-71.6658
3282415772,-16.3018,-71.6747
3282415773,-16.3012,-71.6709
3282415775,-16.281,-71.6724
3282415779,-16.2748,-71.6656
3282415783,-16.2916,-71.6769
3282415784,-16.2951,-71.6788
3282415785,-16.2891,-71.6744
3282415786,-16.2905,-71.6766
3282415787,-16.2755,-71.6656
3282415788,-16.2863,-71.672
3289721521,-16.3325,-71.6418
3289721522,-16.3304,-71.645
3289721523,-16.328,-71.6421
3289721524,-16.3283,-71.6403
3289721525,-16.3287,-71.6406
3289721526,-16.3277,-71.6419
3289721527,-16.3274,-71.6417
3289721528,-16.3273,-71.6413
3289721529,-16.3273,-71.6409
3289721530,-16.3274,-71.6407
3289721531,-16.3277,-71.6404
3289721532,-16.328,-71.6403
3289721533,-16.3289,-71.6408
3289721534,-16.3305,-71.6409
3289721535,-16.3289,-71.6415
3289721536,-16.3288,-71.6418
3289721537,-16.3284,-71.642
3289721538,-16.3286,-71.6427
3289721539,-16.3281,-71.6428
3289721540,-16.3276,-71.6427
3289721541,-16.3273,-71.6399
3289721542,-16.3283,-71.6396
3289721543,-16.3288,-71.6398
3289721544,-16.3277,-71.6397
3289721545,-16.3272,-71.6425
3289721546,-16.3269,-71.6421
3289721547,-16.3267,-71.6417
3289721548,-16.3266,-71.6412
3289721549,-16.3267,-71.6407
3289721550,-16.3269,-71.6402
3289721551,-16.3292,-71.6401
3289721552,-16.3295,-71.6405
3289721553,-16.3296,-71.6417
3289721554,-16.3294,-71.6421
3289721555,-16.3291,-71.6425
3289721556,-16.3268,-71.6426
3289721557,-16.3264,-71.642
3289721558,-16.3262,-71.6414
3289721559,-16.3294,-71.6397
3289721560,-16.3297,-71.6401
3289727161,-16.3304,-71.6407
3289727162,-16.3303,-71.6415
3289727163,-16.3263,-71.6407
3289727164,-16.3265,-71.6401
3289727165,-16.327,-71.6396
3289727166,-16.3275,-71.6393
3289727167,-16.3281,-71.6392
3289727168,-16.3288,-71.6393
3289727169,-16.3299,-71.642
3289727170,-16.3296,-71.6426
3289727171,-16.3291,-71.643
3289727172,-16.3285,-71.6432
3289727173,-16.3278,-71.6432
3289727174,-16.3273,-71.643
3289727175,-16.3279,-71.6441
3289727176,-16.3262,-71.6434
3289727177,-16.3276,-71.6383
3289727178,-16.327,-71.6439
3289727179,-16.3256,-71.6426
3289727180,-16.3253,-71.6418
3289727181,-16.3253,-71.6408
3289727182,-16.3256,-71.6399
3289727183,-16.3261,-71.6391
3289727184,-16.3268,-71.6386
3289727185,-16.3309,-71.6405
3289727186,-16.331,-71.6411
3289727187,-16.3308,-71.6421
3289727188,-16.3297,-71.6437
3289727189,-16.3288,-71.6441
3289727190,-16.3278,-71.6393
3289727191,-16.3278,-71.6397
3289727192,-16.3311,-71.6414
3289727195,-16.3297,-71.6423
3289727196,-16.329,-71.644
3289727197,-16.3278,-71.6441
3289727198,-16.3266,-71.6436
3289727199,-16.3257,-71.6427
3289727200,-16.3253,-71.6416
3289727201,-16.3254,-71.6403
3289727202,-16.326,-71.6392
3289727203,-16.3274,-71.6394
3289727204,-16.327,-71.6385
3289727205,-16.3263,-71.6411
3289727206,-16.3253,-71.641
3289727207,-16.3264,-71.6419
3289727208,-16.3255,-71.6422
3289727209,-16.3261,-71.6432
3289727210,-16.3275,-71.6431
3289727211,-16.3272,-71.644
3289727212,-16.3283,-71.6432
3289727213,-16.3284,-71.6441
3289727214,-16.3299,-71.6403
3289727215,-16.3286,-71.6393
3289727216,-16.327,-71.6396
3289727217,-16.3294,-71.6427
3289727218,-16.3301,-71.6433
3289727219,-16.3291,-71.6429
3289727220,-16.3296,-71.6437
3289727221,-16.3293,-71.6439
3289727222,-16.3313,-71.6452
3289727223,-16.3317,-71.6449
3289727224,-16.3299,-71.6438
3289727225,-16.3297,-71.6442
3289727226,-16.3304,-71.643
3289727227,-16.3319,-71.6446
3289727228,-16.3301,-71.6435
