id,nombre
4451079018,Zoo Mundo
5415377693,Campo Deportivo Alto Jesus
5491439890,I.E. Heroes del Pacífico
5413280460,I.E. Pablo VI
5462566535,Estadio Cahuaya Rosaspata
10988350318,Mirador de Paucarpata
5462556577,Cancha Texas 2000
4451079058,Losa Los Angeles de Paucarpata
5515052714,MASSERING CONCRETOS SAC
10978106928,Casa Arequipa
5515043846,Gran Faraon Eventos
5489103779,Libreria Chayito
